page_id,text,label,Pattern Category,source_dataset
SYN_NOT_0261,Browse related products. Shop travel mug now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SOC_0412,One of the most viewed products right now. Terms apply. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0361,Hurry — this promotion closes in 3 hours. Shop travel mug now. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0230,Stock is nearly sold out. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0107,Dismiss the offer and continue checkout. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0050,This special price ends in 15 hours. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_URG_0057,Checkout now to avoid missing today's offer. Available in accessories.,1,Urgency,synthetic
SYN_NOT_0190,See product specifications. Offer subject to availability. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0466,This special price ends in 30 hours.,1,Urgency,synthetic
SYN_NOT_0425,Browse related products. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_MIS_0102,"No thanks, I prefer to pay full price. Shop wireless earbuds now. The negative option is worded to discourage decline.",1,Misdirection,synthetic
SYN_MIS_0444,I do not want the better offer. Offer subject to availability. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0303,Proceed without applying the available coupon. Shop desk lamp now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0183,Continue without savings. Shop water bottle now. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_NOT_0181,Open the size guide. Shop gaming mouse now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0318,Your reserved price expires in 7 minutes. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_NOT_0413,Add item to wishlist. Available in beauty. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0111,Few left at this price. Shop water bottle now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0092,Selling fast — only 30 units available. Terms apply.,1,Scarcity,synthetic
SYN_SOC_0265,Many shoppers are checking out this item today. Terms apply. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0253,Your reserved price expires in 1 minutes. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0006,Only today: save 30% before the countdown expires. This could be your best offer today.,1,Urgency,synthetic
SYN_NOT_0117,Check delivery options. Terms apply. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_NOT_0449,See product specifications. Shop wireless earbuds now. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0261,Continue without protection or savings. Available in accessories. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_MIS_0207,Leave this page without unlocking extra value. Available in electronics. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0383,This special price ends in 20 hours. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0272,"No thanks, I prefer to pay full price. Available in accessories.",1,Misdirection,synthetic
SYN_NOT_0150,Check delivery options. Terms apply. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0089,Selling fast — only 30 units available. Online only. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0326,Last chance to unlock this offer before midnight. Available in office.,1,Urgency,synthetic
SYN_NOT_0122,Read care instructions. Shop yoga mat now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0398,Only 4 available in your selected size. Offer subject to availability. It may not be available later today.,1,Scarcity,synthetic
SYN_NOT_0222,Filter by color and size. Online only.,0,Not Dark Pattern,synthetic
SYN_URG_0434,Complete your order in the next 4 minutes to keep this deal. Online only.,1,Urgency,synthetic
SYN_SCA_0387,"Selling fast — only 10 units available. Shop backpack now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0181,Hurry — this promotion closes in 8 hours. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_MIS_0245,Leave this page without unlocking extra value. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_MIS_0157,"No, I don't want to claim this deal. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_MIS_0088,Continue without protection or savings. Available in office. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SOC_0250,A top pick among recent visitors. Available in fashion. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SCA_0404,Low stock alert: just 2 items remain. Offer subject to availability. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0026,Checkout now to avoid missing today's offer. Available in electronics.,1,Urgency,synthetic
SYN_MIS_0447,Ignore the bundle and keep fewer benefits. Shop skin serum now. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SCA_0046,Demand is high and supply is limited. Shop phone case now.,1,Scarcity,synthetic
SYN_SCA_0099,Low stock alert: just 4 items remain. Available in fashion. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_NOT_0069,Read care instructions. Online only.,0,Not Dark Pattern,synthetic
SYN_NOT_0271,Check delivery options. Available in office.,0,Not Dark Pattern,synthetic
SYN_URG_0234,Act now to keep your discount active. Available in electronics. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0254,Only a handful remain in stock. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0362,Demand is high and supply is limited. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0306,Browse related products. Online only.,0,Not Dark Pattern,synthetic
SYN_SCA_0195,"Demand is high and supply is limited. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0090,Frequently bought by customers browsing this category. Online only. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0108,View shipping policy. Shop wireless earbuds now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_NOT_0033,Add item to wishlist. Online only. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_MIS_0060,"No, I don't want to claim this deal. Available in office. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_SOC_0243,60 shoppers viewed this item in the last hour. Online only.,1,Social Proof,synthetic
SYN_SOC_0259,Frequently bought by customers browsing this category. Available in fashion. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_NOT_0091,See product specifications. Shop wireless earbuds now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_MIS_0034,I do not want the better offer. Offer subject to availability.,1,Misdirection,synthetic
SYN_NOT_0037,View shipping policy. Offer subject to availability. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_MIS_0388,Leave this page without unlocking extra value. Offer subject to availability. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SCA_0119,Low stock alert: just 7 items remain. Available in electronics. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0162,10 people added this item to cart today. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SOC_0089,A top pick among recent visitors.,1,Social Proof,synthetic
SYN_URG_0277,Final hours to claim 15% off selected items. Offer subject to availability.,1,Urgency,synthetic
SYN_SCA_0216,"Low stock alert: just 60 items remain. Available in fashion. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0420,Almost gone: limited inventory remaining. Shop desk lamp now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0325,Checkout now to avoid missing today's offer. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0159,Read our returns information. Terms apply. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0417,Low stock alert: just 8 items remain. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
SYN_SOC_0337,Trending now with online shoppers. Offer subject to availability. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0284,I do not want the better offer. Online only. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_SOC_0462,Trending now with online shoppers. Shop hoodie now.,1,Social Proof,synthetic
SYN_SOC_0158,Best-selling item in its collection. Terms apply. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0103,One of the most viewed products right now. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_SOC_0293,One of the most viewed products right now. Online only.,1,Social Proof,synthetic
SYN_URG_0430,Final hours to claim 10% off selected items. A quick decision could save you money.,1,Urgency,synthetic
SYN_MIS_0414,Continue without protection or savings. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_NOT_0194,Contact customer support. Available in home. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0244,This special price ends in 60 hours. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0108,Popular choice this week. Offer subject to availability. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0381,Act now to keep your discount active. Shop running shoes now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0273,I do not want the better offer. Offer subject to availability. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0471,Read our returns information. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_URG_0471,Hurry — this promotion closes in 2 hours. Available in sports. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0447,Almost gone: limited inventory remaining. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0179,Only today: save 15% before the countdown expires. Available in sports. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0398,Hurry — this promotion closes in 60 hours. Available in electronics.,1,Urgency,synthetic
SYN_SCA_0098,Low stock alert: just 15 items remain. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_NOT_0390,Read our returns information. Shop coffee maker now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0378,"Inventory is running low on this item. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0496,Continue without savings. Offer subject to availability. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_NOT_0473,Add item to wishlist. Available in home. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0363,Hurry — this promotion closes in 10 hours. Available in office. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0342,Best-selling item in its collection. Online only. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_URG_0232,Last chance to unlock this offer before midnight. Online only. Don't miss out.,1,Urgency,synthetic
SYN_URG_0405,This special price ends in 20 hours. This could be your best offer today.,1,Urgency,synthetic
